0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.00049	0.00098	0.0015	0.002	0.0025	0.003	0.0035	0.0041	0.0046	0.005	0.0055	0.0059	0.0062	0.0064	0.0066	0.0066	0.0065	0.0063	0.0059	0.0054	0.0048	0.0041	0.0033	0.0024	0.0015	0.00049	-0.00049	-0.0015	-0.0024	-0.0033	-0.0041	-0.0048	-0.0054	-0.0059	-0.0063	-0.0065	-0.0066	-0.0066	-0.0064	-0.0062	-0.0059	-0.0055	-0.0051	-0.0046	-0.0041	-0.0036	-0.0031	-0.0027	-0.0022	-0.0017	-0.0013	-0.00084	-0.00042	0	
0	0.001	0.002	0.003	0.0041	0.0051	0.0062	0.0073	0.0083	0.0094	0.01	0.011	0.012	0.013	0.013	0.013	0.014	0.013	0.013	0.012	0.011	0.0099	0.0085	0.0068	0.005	0.003	0.001	-0.001	-0.003	-0.005	-0.0068	-0.0085	-0.0099	-0.011	-0.012	-0.013	-0.013	-0.014	-0.014	-0.013	-0.013	-0.012	-0.011	-0.01	-0.0095	-0.0085	-0.0075	-0.0064	-0.0054	-0.0045	-0.0035	-0.0026	-0.0017	-0.00085	0	
0	0.0016	0.0031	0.0047	0.0063	0.008	0.0096	0.011	0.013	0.015	0.016	0.018	0.019	0.02	0.021	0.021	0.021	0.021	0.02	0.019	0.018	0.016	0.013	0.011	0.0078	0.0048	0.0016	-0.0016	-0.0048	-0.0078	-0.011	-0.013	-0.016	-0.018	-0.019	-0.02	-0.021	-0.021	-0.021	-0.021	-0.02	-0.019	-0.018	-0.016	-0.015	-0.013	-0.012	-0.01	-0.0085	-0.007	-0.0055	-0.0041	-0.0027	-0.0013	0	
0	0.0022	0.0044	0.0066	0.0089	0.011	0.014	0.016	0.018	0.021	0.023	0.025	0.027	0.028	0.029	0.03	0.03	0.03	0.029	0.027	0.025	0.022	0.019	0.015	0.011	0.0067	0.0023	-0.0023	-0.0067	-0.011	-0.015	-0.019	-0.022	-0.025	-0.027	-0.029	-0.03	-0.03	-0.03	-0.029	-0.028	-0.027	-0.025	-0.023	-0.021	-0.019	-0.016	-0.014	-0.012	-0.0097	-0.0077	-0.0057	-0.0037	-0.0019	0	
0	0.0029	0.0058	0.0088	0.012	0.015	0.018	0.021	0.024	0.027	0.03	0.033	0.036	0.038	0.039	0.04	0.04	0.04	0.038	0.036	0.033	0.03	0.025	0.02	0.015	0.0091	0.003	-0.003	-0.0091	-0.015	-0.02	-0.025	-0.03	-0.033	-0.036	-0.039	-0.04	-0.04	-0.04	-0.039	-0.038	-0.036	-0.033	-0.031	-0.028	-0.025	-0.022	-0.019	-0.016	-0.013	-0.01	-0.0075	-0.005	-0.0025	0	
0	0.0037	0.0075	0.011	0.015	0.019	0.023	0.027	0.031	0.036	0.039	0.043	0.046	0.049	0.051	0.052	0.053	0.052	0.05	0.047	0.044	0.039	0.033	0.027	0.02	0.012	0.004	-0.004	-0.012	-0.02	-0.027	-0.033	-0.039	-0.044	-0.048	-0.05	-0.052	-0.053	-0.052	-0.051	-0.049	-0.046	-0.043	-0.04	-0.036	-0.032	-0.028	-0.024	-0.02	-0.017	-0.013	-0.0097	-0.0064	-0.0032	0	
0	0.0047	0.0094	0.014	0.019	0.024	0.029	0.035	0.04	0.045	0.05	0.055	0.059	0.062	0.065	0.067	0.067	0.067	0.064	0.061	0.056	0.05	0.043	0.034	0.025	0.015	0.0051	-0.0051	-0.015	-0.025	-0.034	-0.043	-0.05	-0.056	-0.061	-0.064	-0.067	-0.067	-0.067	-0.065	-0.063	-0.059	-0.055	-0.05	-0.046	-0.041	-0.035	-0.03	-0.026	-0.021	-0.016	-0.012	-0.008	-0.004	0	
0	0.0058	0.012	0.018	0.024	0.03	0.036	0.043	0.05	0.056	0.063	0.069	0.074	0.079	0.082	0.084	0.085	0.084	0.081	0.077	0.071	0.063	0.054	0.043	0.032	0.019	0.0065	-0.0065	-0.019	-0.032	-0.043	-0.054	-0.063	-0.071	-0.077	-0.082	-0.084	-0.085	-0.084	-0.082	-0.079	-0.074	-0.069	-0.063	-0.057	-0.05	-0.044	-0.038	-0.032	-0.026	-0.02	-0.015	-0.0099	-0.0049	0	
0	0.007	0.014	0.021	0.029	0.037	0.045	0.053	0.061	0.069	0.077	0.085	0.092	0.098	0.1	0.11	0.11	0.11	0.1	0.097	0.089	0.079	0.067	0.054	0.04	0.024	0.0081	-0.0081	-0.024	-0.04	-0.054	-0.067	-0.079	-0.089	-0.097	-0.1	-0.11	-0.11	-0.11	-0.1	-0.098	-0.092	-0.085	-0.078	-0.07	-0.062	-0.054	-0.046	-0.039	-0.032	-0.025	-0.018	-0.012	-0.006	0	
0	0.0085	0.017	0.026	0.035	0.044	0.054	0.064	0.074	0.084	0.094	0.1	0.11	0.12	0.13	0.13	0.13	0.13	0.13	0.12	0.11	0.098	0.084	0.067	0.049	0.03	0.01	-0.01	-0.03	-0.049	-0.067	-0.084	-0.098	-0.11	-0.12	-0.13	-0.13	-0.13	-0.13	-0.13	-0.12	-0.11	-0.1	-0.095	-0.085	-0.075	-0.066	-0.056	-0.047	-0.038	-0.03	-0.022	-0.014	-0.0072	0	
